WEBSITE_NM,WEBURL,CNT,STA_SDATE,STA_EDATE
摩根史坦利（Morgan Stanley）,mujingyi.top,5,2022/01/17,2022/01/23
摩根大通,www.aehhs.xyz,2,2022/05/23,2022/05/29
摩根大通（摩根史坦利、JP Morgan、Morgan Stanley、CitiBank）,www.ipqnbs.com,4,2022/07/18,2022/07/24
摩根大通（摩根史坦利、JP Morgan、Morgan Stanley、CitiBank）,www.ipqnbs.com,3,2022/07/04,2022/07/10
摩根大通（摩根史坦利、JP Morgan、Morgan Stanley、CitiBank）,www.pgfkj.xyz,2,2022/06/20,2022/06/26
摩根資產,jpmchase.tw/download,2,2022/08/22,2022/08/28
摩登基金投顧,h5.modern-inv.com,3,2022/02/14,2022/02/20
摩登基金投顧（Modern）,p6.modern-inv.com,2,2022/05/09,2022/05/15
摩登基金投顧（Modern）,vp.modern-inv.com,2,2022/03/21,2022/03/27
敦煌購,www.dunhuanggou.com,2,2022/11/01,2022/11/06
新光金控,www.chxgjg.com,2,2022/09/05,2022/09/11
新加坡FCD（AGK金鑰匙理財）,www.fcdvip.com,2,2022/03/14,2022/03/20
新姿美購物,xinzimei666.top,4,2022/09/19,2022/09/25
新展,app.vrnjwqjshbak.com,2,2022/12/05,2022/12/11
新展,app.vrnjwqjshbak.com,2,2022/11/21,2022/11/27
新展資本,app.newcapitaltw.com,2,2022/12/19,2022/12/25
新葡京,n.ms86.cn,2,2022/04/11,2022/04/17
新葡京娛樂城,a.5699am.com,2,2023/04/04,2023/04/10
新葡京娛樂城,a.5699am.com,2,2023/03/29,2023/04/03
新葡京娛樂城,a.bycp23.com,3,2022/08/08,2022/08/14
新葡京娛樂城,a.bycp23.com,3,2022/08/01,2022/08/07
新葡京娛樂城,a.dfguoji2.com,3,2023/03/01,2023/03/07
新葡京娛樂城,a.fk520.cn,15,2022/02/28,2022/03/06
新葡京娛樂城,a.mc62.cn,4,2022/06/06,2022/06/12
新葡京娛樂城,a.mf122.cn,2,2022/04/18,2022/04/24
新葡京娛樂城,a.nasdaq118.com,3,2022/10/24,2022/10/31
新葡京娛樂城,a.xd5521.cn,3,2022/02/07,2022/02/13
新葡京娛樂城,a.ylhg86.xyz,3,2023/04/18,2023/04/24
新葡京娛樂城,a.ylhg86.xyz,2,2023/04/11,2023/04/17
新葡京娛樂城,b.bycp26.com,3,2022/07/11,2022/07/17
新葡京娛樂城,b.bycp26.com,2,2022/07/04,2022/07/10
新葡京娛樂城,c.myjf168.cn,8,2022/03/21,2022/03/27
新葡京娛樂城,c.nasdaq30.com,3,2022/09/05,2022/09/11
新葡京娛樂城,hgz569.com,3,2022/01/10,2022/01/16
新葡京娛樂城,m.5201221.cn,6,2022/01/03,2022/01/09
新葡京娛樂城,m.86782xpj.com,2,2022/01/17,2022/01/23
新葡京娛樂城,m.9588655.com,2,2022/05/23,2022/05/29
新葡京娛樂城,m.99678.live,2,2022/06/27,2022/07/03
新葡京娛樂城,m.alb85.com,2,2022/09/19,2022/09/25
新葡京娛樂城,m.aompj588.com,2,2022/12/12,2022/12/18
新葡京娛樂城,m.bycp27.com,3,2022/08/15,2022/08/21
新葡京娛樂城,m.flp521.cn,10,2022/03/14,2022/03/20
新葡京娛樂城,m.qsd88.cn,5,2022/01/24,2022/02/06
新葡京娛樂城,m.xinpj22.com,2,2022/10/03,2022/10/09
新葡京娛樂城,m.xp99999.com,4,2022/07/18,2022/07/24
新葡京娛樂城,m.xpj3515.com,2,2023/04/25,2023/04/30
新葡京娛樂城,m.xpj36857.com,4,2023/03/22,2023/03/28
新葡京娛樂城,n.5699am.com,3,2023/03/08,2023/03/14
新葡京娛樂城,n.ht8890.com,7,2022/02/21,2022/02/27
新葡京娛樂城,n.ms86.cn,2,2022/05/02,2022/05/08
新葡京娛樂城,p.alb85.com,2,2022/09/26,2022/10/02
新葡京娛樂城,www.9994tt.com,2,2022/04/11,2022/04/17
新葡京娛樂城,www.9994tt.com,4,2022/03/07,2022/03/13
新葡京娛樂城,www.9994tt.com,3,2022/02/14,2022/02/20
新葡京娛樂城,www.faggk.xyz,4,2022/11/14,2022/11/20
新葡京娛樂城,www.oa9200.com,4,2022/03/30,2022/04/03
新葡京娛樂城,www.xinpj8883.com,2,2022/10/17,2022/10/20
新葡京娛樂城,xpj12286.com,4,2023/05/01,2023/05/07
新葡京娛樂城,yrz3535.com,2,2021/12/27,2022/01/02
新藝城娛樂,aa42.artfunfa.com,3,2022/04/18,2022/04/24
新藝城娛樂,artcityfafa.com,3,2022/03/21,2022/03/27
新藝城娛樂,artfuncity.com,2,2022/03/14,2022/03/20
新藝城娛樂,artfuncity.com,3,2022/03/07,2022/03/13
新藝城娛樂,artfunfa88.com,4,2022/08/01,2022/08/07
新藝城娛樂,zz37.xincity888.com,2,2022/07/18,2022/07/24
新藝城娛樂,zz37.xincity888.com,4,2022/06/13,2022/06/19
新託邦購物,zlwqbg.com/m,3,2023/05/01,2023/05/07
新零售商城,h5.yd-shop.tw,2,2022/01/03,2022/01/09
新零售商城,m.vns1029.top,2,2023/03/29,2023/04/03
新零售商城,web.yd-shop.tw,2,2022/01/17,2022/01/23
新零售商城（易達商城）,shop.yd-shop.tw,3,2022/06/13,2022/06/19
新零售商城（易達商城）,shopwnn.com/m,2,2022/10/24,2022/10/31
新零售商城（易達商城）,token.enshop.club,4,2022/06/27,2022/07/03
新零售商城（易達商城）,token.enshop.club,3,2022/06/20,2022/06/26
新零售商城（易達商城）,yd-shop.tw,3,2022/05/23,2022/05/29
方騰資本,fightonco.com,3,2023/01/11,2023/01/17
方騰資本,fightonco.com,7,2022/12/26,2023/01/03
方騰資本,fightonco.com,2,2022/12/19,2022/12/25
方騰資本,fightonco.com,3,2022/12/12,2022/12/18
方騰資本,fightoninv.com,2,2023/03/01,2023/03/07
方騰資本,fightontrade.com,2,2022/10/17,2022/10/20
方騰資本,fightontw.com,2,2023/04/11,2023/04/17
日昇交易所,www.risheng672.com,3,2022/01/03,2022/01/09
日昇交易所,www.risheng674.com,6,2022/01/10,2022/01/16
日昇交易所,www.risheng676.com,4,2022/02/21,2022/02/27
日昇交易所,www.risheng688.com,2,2022/01/17,2022/01/23
日茂證券,app.arqzcdc.com,3,2022/10/03,2022/10/09
日茂證券,app.arqzcdc.com,2,2022/09/26,2022/10/02
日鑫（Rixin）,visit.rixin-inv.com,2,2022/01/10,2022/01/16
昌恆,app.vmrkqjnssjdhb.com,6,2023/05/01,2023/05/07
昌恆,app.vmrkqjnssjdhb.com,10,2023/04/25,2023/04/30
昌恆,app.vmrkqjnssjdhb.com,15,2023/04/18,2023/04/24
昌恆,app.vmrkqjnssjdhb.com,17,2023/04/11,2023/04/17
昌恆,app.vmrkqjnssjdhb.com,8,2023/04/04,2023/04/10
昌恆,app.vmrkqjnssjdhb.com,10,2023/03/29,2023/04/03
昌恆,app.vmrkqjnssjdhb.com,5,2023/03/01,2023/03/07
昌恆,www.kvfuhjahqeh.com,3,2023/03/15,2023/03/21
昌恆,www.kvfuhjahqeh.com,2,2023/02/22,2023/02/28
昌恆,www.nxvrhbuaheq.com,5,2023/03/22,2023/03/28
昌恆,www.nxvrhbuaheq.com,6,2023/03/08,2023/03/14
明景資本,expectasec.com.tw,4,2022/10/03,2022/10/09
明景資本（EXPECTA）,expectaglobal.com,2,2022/11/01,2022/11/06
明景資本（EXPECTA）,expectamkt.com,2,2022/11/07,2022/11/13
明景資本（EXPECTA）,expectatrade.com,4,2022/12/05,2022/12/11
明景資本（EXPECTA）,expectatrade.com,2,2022/11/14,2022/11/20
明景資本（EXPECTA）,www.expectaglobal.com,5,2022/10/24,2022/10/31
明月投資有限公司,sxsajqe.com,3,2022/10/10,2022/10/16
明月投資有限公司,sxsajqe.com,4,2022/10/03,2022/10/09
明月投資有限公司,sxsajqe.com,2,2022/08/01,2022/08/07
明月投資有限公司,www.grhhqiwjskqe.com,2,2022/12/12,2022/12/18
明月投資有限公司,www.grhhqiwjskqe.com,4,2022/11/01,2022/11/06
明月投資有限公司,www.kwszqvod.com,4,2022/09/12,2022/09/18
明月投資有限公司,www.kwszqvod.com,2,2022/08/15,2022/08/21
明月投資有限公司,www.szzfkgby.com,2,2022/08/29,2022/09/04
明月投資有限公司,www.vnnvrhjasdma.com,6,2022/10/24,2022/10/31
明月投資有限公司,www.vnnvrhjasdma.com,6,2022/10/17,2022/10/20
明維,el.apmrun.top/h589023,5,2022/10/24,2022/10/31
明維,el.apmrun.top/h589023,4,2022/10/17,2022/10/20
明維,ih.ijngnrv.top/h589023,17,2022/11/01,2022/11/06
明維,sl.bejgnrk.top/h589023,2,2023/01/04,2023/01/10
明維,sl.bejgnrk.top/h589023,9,2022/11/14,2022/11/20
明維,sl.bejgnrk.top/h589023,25,2022/11/07,2022/11/13
明維,ud.snirnro.top/?openExternalBrowser=1,2,2022/10/10,2022/10/16
易納購,yng997.guoliyun.com,3,2023/03/15,2023/03/21
易達購物,tw.yd-mall.shop,2,2022/06/27,2022/07/03
星匯娛樂城,www.sih168.net,4,2022/06/13,2022/06/19
星匯娛樂城,www.sw688.net,3,2022/05/16,2022/05/22
星島環球（Financial）,starisle.online,2,2021/12/27,2022/01/02
春色滿園,khcxzinrtmshizf.com,4,2023/01/18,2023/01/31
春色滿園,khcxzinrtmshizf.com,2,2023/01/11,2023/01/17
時富證券,celestialstocks.com,3,2023/05/01,2023/05/07
時富金融,safoforextw.com,3,2022/12/05,2022/12/11
時富金融,www.lzumr.com,2,2022/12/26,2023/01/03
晉達環球,www.vijfuhqwuheja.com,2,2023/03/15,2023/03/21
晉達環球,xz.cbnmxabn1basbjw.com,2,2023/03/01,2023/03/07
晉達環球,xz.nn1jnndjasnnz.com,2,2023/02/01,2023/02/07
晟元證券,priderock.com.tw,4,2023/05/01,2023/05/07
晟元證券,www.priderockmkt.com,2,2023/04/25,2023/04/30
晨宏,cu.ruvnrjg.top/h53shw,3,2022/11/07,2022/11/13
晨宏,ep.emngrk.top/h53shw,11,2022/11/01,2022/11/06
晨宏,ps.epmtig.com/h53shw,6,2022/11/14,2022/11/20
晨宏,ps.epmtig.com/h53shw,5,2022/09/26,2022/10/02
晨宏,qj.irnjrlx.tw/h53shw,14,2022/10/03,2022/10/09
晨宏,qj.irnjrlx.tw/h53shw,2,2022/09/19,2022/09/25
晨宏,wf.epmgirc.top/h53shw,3,2022/11/28,2022/12/04
晨宏,wf.epmgirc.top/h53shw,13,2022/10/24,2022/10/31
晨宏,wf.epmgirc.top/h53shw,11,2022/10/17,2022/10/20
晨宏,wf.epmgirc.top/h53shw,8,2022/10/10,2022/10/16
普匯金融,hkd1668-t.xyz,2,2022/05/16,2022/05/22
普匯金融,splopc.xyz,4,2022/06/13,2022/06/19
普匯金融,splopc.xyz,3,2022/06/06,2022/06/12
普羊萬寶,www.bbcmln.xyz,3,2022/06/20,2022/06/26
普誠,aaa.bycmqy.com,2,2022/07/18,2022/07/24
普誠,aaa.bycmqy.com,2,2022/07/11,2022/07/17
景順證券,dl.tnsiu3c.com?openExternalBrowser=1,2,2022/10/10,2022/10/16
景順證券,dl.tnsiu3c.com?openExternalBrowser=1,15,2022/10/03,2022/10/09
景順證券,dl.tnsiu3c.com?openExternalBrowser=1,16,2022/09/26,2022/10/02
景順證券,dl.tnsiu3c.com?openExternalBrowser=1,11,2022/09/19,2022/09/25
景順證券,dl.tnsiu3c.com?openExternalBrowser=1,14,2022/09/12,2022/09/18
景順證券,kw.ientunr.com?openExternalBrowser=1,4,2022/09/05,2022/09/11
景順證券,si.neogjrl.top/appp098,2,2022/10/24,2022/10/31
晶恆娛樂城,los55e8.jc88s.com,3,2022/05/23,2022/05/29
晶恆娛樂城,los56a.s66bx.com,2,2022/06/13,2022/06/19
晶恆娛樂城,scoop.s66bx.com,2,2022/07/25,2022/07/31
晶恆娛樂城,www.s66bx.com,2,2022/07/11,2022/07/17
晶禧,m.jxpom.top/h509,4,2023/04/18,2023/04/24
智慧樹,www.swetfly.com,2,2022/04/24,2022/05/01
智慧樹,www.swetfly.com,2,2022/04/18,2022/04/24
智活股份有限公司,www.smartliferetail.com,2,2022/02/07,2022/02/13
智邦（ZhiBang）,stock.zhibangs.com,3,2022/03/30,2022/04/03
智邦（ZhiBang）,stock.zhibangs.com,3,2022/02/21,2022/02/27
智邦（ZhiBang）,stock.zhibangsx.com,10,2022/03/14,2022/03/20
智邦（ZhiBang）,stock.zhibangsx.com,7,2022/03/07,2022/03/13
智邦（ZhiBang）,www.zhibangs.com,3,2022/03/21,2022/03/27
暉煌投資,www.huihuanginvestment.com,2,2023/05/01,2023/05/07
李振義教存股,www.financespro.info,2,2022/05/09,2022/05/15
李振義教存股,www.financespro.info,3,2022/05/02,2022/05/08
東博資本,www.dongboziben.com,5,2022/10/17,2022/10/20
東方財富,mapp.wllrm.com/epsADX,2,2022/01/24,2022/02/06
東方金融,a01.dovbs.com,7,2022/03/14,2022/03/20
東方金融,a01.fsdof.com,3,2022/02/07,2022/02/13
東方金融,a04.dofas.net,5,2022/02/28,2022/03/06
東方金融,a06.dofas.net,4,2022/03/07,2022/03/13
東方金融,www.don9f.com,2,2022/01/17,2022/01/23
東森國際,dsenglobal.com,3,2022/06/13,2022/06/19
東森國際,www.dongsenylw.com,2,2022/09/12,2022/09/18
東森國際,www.dongsenylw.com,2,2022/06/27,2022/07/03
東森國際,www.dongsenywl.com,2,2022/10/17,2022/10/20
東森國際,www.dongsenywl.com,2,2022/08/15,2022/08/21
東森國際,www.dongsglobal.com,2,2022/08/01,2022/08/07
東森國際,www.dongsglobal.com,3,2022/05/02,2022/05/08
東森國際,www.dsenglobal.com,3,2022/06/06,2022/06/12
東森國際,www.dsglobalyl.com,2,2022/05/30,2022/06/05
東盛環球（DS Global、Tyson Global、DongShen）,www.tscapitals.com,3,2022/01/03,2022/01/09
東盛環球（DS Global、Tyson Global、DongShen）,www.tysoncapital.co,7,2021/12/27,2022/01/02
柏瑞,dl.broa.top/?openExternalBrowser=1,2,2023/04/11,2023/04/17
柏瑞,dl.broa.top/?openExternalBrowser=1,2,2023/03/29,2023/04/03
柏瑞,dl.broa.top/?openExternalBrowser=1,3,2023/03/08,2023/03/14
柏瑞,m.bruyp.top/000,2,2023/03/22,2023/03/28
柏鼎,app.efjajijk.com,2,2023/05/01,2023/05/07
柏鼎,app.efjajijk.com,3,2023/04/25,2023/04/30
柏鼎,app.efjajijk.com,4,2023/04/18,2023/04/24
樂享商城,www.snailcc.site,2,2022/01/24,2022/02/06
樂享金融,www.lxjrtw.com,2,2022/05/23,2022/05/29
樂信財富（LeXin）,login.lexin.fun,2,2022/04/18,2022/04/24
樂天外匯,www.lt-taiwan.com,2,2022/04/04,2022/04/10
樂天海外購,5379651.com,2,2022/11/01,2022/11/06
樂天銀行,rakoten.vip,2,2022/02/07,2022/02/13
樂尚潮購物,leshangchao878.top,2,2022/12/26,2023/01/03
樂尚潮購物,leshangchao878.top/m,2,2022/10/24,2022/10/31
樂瘋網,happyonline-go.com,2,2022/11/14,2022/11/20
樂購,dow.fenfa.me/ssl,2,2022/11/14,2022/11/20
樂購,download.leegou.cc,3,2022/07/11,2022/07/17
樂購,download.leegou.cc,3,2022/06/27,2022/07/03
樂購,www.twlegou.com,3,2022/04/04,2022/04/10
樂購優選,jxypshopcart.com,2,2023/04/25,2023/04/30
樂購網,lgcmarle.com,4,2022/07/25,2022/07/31
欣陸控股,www.tw.pro.chcprotw.com,2,2022/11/14,2022/11/20
欣陸控股,www.tw.pro.chcprotw.com,3,2022/11/07,2022/11/13
欣陸控股,www.tw.pro.chcprotw.com,2,2022/11/01,2022/11/06
歐皇資產管理,winweb.euroyal.org,2,2022/01/03,2022/01/09
歐麥隆購物,8cky.xyz,3,2022/06/20,2022/06/26
正出娛樂,208.winn6668.com,2,2022/11/28,2022/12/04
正出娛樂,w1n.winn6668.com,2,2022/12/12,2022/12/18
正出娛樂,z55.winn5588.com,2,2022/09/19,2022/09/25
正出娛樂,z56.winn6138.com,3,2022/10/24,2022/10/31
正出娛樂,z57.winn1358.com,2,2022/11/07,2022/11/13
正出娛樂,z57.winn1358.com,2,2022/11/01,2022/11/06
正泰投顧,app.xzbxfvzsn.xyz,13,2022/04/18,2022/04/24
正泰投顧,app.xzbxfvzsn.xyz,3,2022/03/30,2022/04/03
正泰投顧,www.6wv088u3.com,5,2022/05/09,2022/05/15
正泰投顧,www.fbfih.xyz,2,2022/06/06,2022/06/12
正泰投顧,www.fbfih.xyz,2,2022/04/04,2022/04/10
正泰投顧,www.kyneg.xyz,4,2022/05/23,2022/05/29
正泰投顧,www.oxkiy.xyz,5,2022/05/02,2022/05/08
正泰投顧,www.qtmpr.xyz,5,2022/05/30,2022/06/05
正泰投顧,www.vjudr.xyz,2,2022/04/24,2022/05/01
正泰投顧,www.wjkgt.xyz,4,2022/05/16,2022/05/22
正泰投顧,www.wjkgt.xyz,12,2022/04/11,2022/04/17
水星娛樂城,wei22.mercury1788.com,2,2023/03/08,2023/03/14
永利分期,kfwiowg.xyz,2,2022/08/29,2022/09/04
永利國際,qtq33-33m.345677.xyz,5,2022/08/29,2022/09/04
永利皇宮,k.nasdaq30.com,3,2022/12/26,2023/01/03
永利皇宮,m.ylhg9599.vip,2,2022/08/08,2022/08/14
永利（Macau）,m.row9778.com,2,2022/02/07,2022/02/13
永威,app.ivdgp.com,3,2022/09/26,2022/10/02
永威,app.ivdgp.com,5,2022/09/19,2022/09/25
永威,app.ivdgp.com,2,2022/09/12,2022/09/18
永威,www.aunend.xyz,3,2022/11/01,2022/11/06
永威,www.aunend.xyz,4,2022/10/24,2022/10/31
永威,www.aunend.xyz,3,2022/10/03,2022/10/09
永特投資,m.bniel.top/hh7700,10,2023/04/18,2023/04/24
永特投資,m.bniel.top/hh7700,5,2023/04/11,2023/04/17
永特投資,m.diywm.top/hh7700,3,2023/04/25,2023/04/30
永特投資,m.diywm.top/hh7700,5,2023/03/29,2023/04/03
永特投資,m.ytkgm.top/hh7700,5,2023/04/04,2023/04/10
永特投資,m.ytkgm.top/hh7700,14,2023/03/22,2023/03/28
永特投資,m.ytplm.com/hh7700,2,2023/03/15,2023/03/21
永特投資,m.ytplm.com/hh7700,5,2023/03/08,2023/03/14
永誠金投,app.cxanjheqwk.com,3,2023/04/18,2023/04/24
永誠金投,app.slgjneqo0s.com,3,2023/05/01,2023/05/07
永誠金投,app.slgjneqo0s.com,4,2023/04/11,2023/04/17
永誠金投,app.slgjneqo0s.com,2,2023/03/29,2023/04/03
永誠金投,app.xnajznbdjm.com,2,2023/03/22,2023/03/28
永誠金投,www.xsnherwmkssd.com,2,2023/03/08,2023/03/14
永豐信貸,fiuxyruli.qian.didjjx.co/#/register/AcLuMMit,3,2022/06/20,2022/06/26
永豐信貸,gtxwrsjn.qian.didjjx.vip,3,2022/05/02,2022/05/08
永豐信貸,nimmtxl.qian.fwtjfu.xyz/#/register/AOmuMMWW,6,2022/06/13,2022/06/19
永豐信貸,tscvvu.qian.fwtjfu.xyz/#/register/AcLuMMit,4,2022/06/06,2022/06/12
永豐信貸,w1.qian.lvcqot.xyz/#/register/ACmuMMtS,4,2022/05/30,2022/06/05
永豐信貸,zatkgcb.qian.didjjx.vip/#/register/A1muMMiq,3,2022/05/16,2022/05/22
永豐大戶投,app.kcvbhnzmamn.com,2,2023/05/01,2023/05/07
永豐證金,sfhtrading.com,2,2023/03/29,2023/04/03
泰樂國際,www.lxjxaxs.com,2,2022/07/25,2022/07/31
泰聯,down.tlpod.top/?openExternlBrowser=1,3,2023/04/11,2023/04/17
泰鼎,c.ahdty.xyz,3,2022/05/23,2022/05/29
泰鼎,c.ahdty.xyz,2,2022/05/09,2022/05/15
海匯國際,www.hiifx.com,2,2022/01/17,2022/01/23
海富娛樂城,www.hf688.net,3,2022/06/13,2022/06/19
海崴投資,m.ertdc.top/h509,5,2023/05/01,2023/05/07
海悅國際,asu.haiyuex.com,2,2022/06/27,2022/07/03
海悅國際,www.haiyuex.net,2,2022/07/25,2022/07/31
海悅國際,www.haiyuex.net,2,2022/07/18,2022/07/24
海洋能源,www.unc.ink,2,2022/06/13,2022/06/19
海瑞,app.aksmcnqjwn.com,3,2023/03/22,2023/03/28
海瑞,app.jgrqweaada.com,4,2023/03/15,2023/03/21
海瑞,app.ksdanjskqq.com,12,2023/02/22,2023/02/28
海瑞,app.ksdanjskqq.com,7,2023/02/15,2023/02/21
海瑞,app.ksdanjskqq.com,4,2023/02/08,2023/02/14
海瑞,app.ksdanjskqq.com,2,2023/02/01,2023/02/07
海瑞,www.skjhjfijdwk.com,6,2023/03/01,2023/03/07
海瑞,www.vbjsnn11ndn.com,6,2023/03/08,2023/03/14
海瑞,www.xvjriqwueqhkaj.com,5,2023/04/11,2023/04/17
海虹投資,wwr.hhtz589.com,2,2022/08/15,2022/08/21
測量記錄,www.acrondwss.com,3,2022/12/12,2022/12/18
測量記錄,www.acrondwss.com,4,2022/11/07,2022/11/13
測量記錄,www.facilityma.com,2,2022/11/28,2022/12/04
測量記錄,www.facilityma.com,2,2022/10/17,2022/10/20
測量記錄,www.growndech.com,2,2022/11/14,2022/11/20
滿盈,d.sibwa.top,4,2023/04/11,2023/04/17
滿盈,m.mytat.top/930kapp,3,2023/03/29,2023/04/03
滿盈,m.sdhwe.top/930kapp,4,2023/05/01,2023/05/07
滿盈,m.sdhwe.top/930kapp,6,2023/04/25,2023/04/30
滿盈,www.1isdnqnebajw.com,3,2023/03/22,2023/03/28
滿盈,www.1isdnqnebajw.com,3,2023/02/15,2023/02/21
滿盈,www.sjjyqueghsa.com,4,2023/03/15,2023/03/21
滿盈,www.sjjyqueghsa.com,7,2023/03/08,2023/03/14
滿盈,www.sjjyqueghsa.com,6,2023/03/01,2023/03/07
滿盈,www.sjjyqueghsa.com,6,2023/02/22,2023/02/28
潤恆（RUHN）,www.ruenh.com,2,2022/01/17,2022/01/23
潤恆（RUHN）,www.ruenheng.net,2,2022/01/03,2022/01/09
澳門威尼斯人,vns.671030.com,2,2022/09/26,2022/10/02
澳門新葡京,m.mca198.com,2,2022/07/18,2022/07/24
澳門旅遊娛樂,amy.tvm1988.xyz,2,2022/07/04,2022/07/10
澳門旅遊娛樂,www.aom1853.xyz,3,2022/03/14,2022/03/20
澳門銀河,amyh.aaoc.xyz,3,2022/05/09,2022/05/15
澳門銀河,amyh.aaoc.xyz,2,2022/05/02,2022/05/08
澳門銀河,www.16868.wang,2,2022/08/01,2022/08/07
澳門銀河,www.yinhe608.com,2,2023/04/11,2023/04/17
澳門銀河,www.yinhe608.com,3,2023/03/15,2023/03/21
澳門銀河,www.yinhe918.com,2,2022/07/04,2022/07/10
澳門銀河,www.yinhe918.com,2,2022/06/13,2022/06/19
澳門銀河,yinhe887.com,3,2022/09/12,2022/09/18
澳門銀河,yinhe909.com,4,2022/07/11,2022/07/17
澳門銀河,yinhe988.com,2,2022/04/18,2022/04/24
澳門銀河,yinhe988.com,2,2022/04/11,2022/04/17
瀚亞ETF（Essent Group）,w777.esengp.com,7,2022/01/10,2022/01/16
瀚亞ETF（Essent Group）,w777.sentgp.com,2,2022/01/24,2022/02/06
瀚亞ETF（Essent Group）,wda.esegro.com,5,2022/01/03,2022/01/09
瀚亞ETF（Essent Group）,wdf.sentgp.com,2,2022/02/14,2022/02/20
瀚亞ETF（Essent Group）,wdh.esegro.com,4,2021/12/27,2022/01/02
瀚亞ETF（Essent Group）,wdh.sentgp.com,2,2022/01/17,2022/01/23
瀚亞ETF（Essent Group）,wwv.hananf.com,4,2022/02/28,2022/03/06
瀚亞證券,app.iiistocks.com,4,2023/04/11,2023/04/17
瀚亞證券,ffgdfuuh.com,11,2023/05/01,2023/05/07
瀚亞證券,iiistock.com,9,2023/04/25,2023/04/30
瀚亞證券,iiistock.com,10,2023/04/18,2023/04/24
玄霆國際,m.ab188188.com,2,2022/12/05,2022/12/11
玖方億購,jfygshop.com,2,2022/11/07,2022/11/13
玖方億購,shopping-jf.com,2,2022/12/12,2022/12/18
玖方億購,shopping-jf.com,3,2022/12/05,2022/12/11
珩匯金,h5.htaigold.com,2,2022/03/07,2022/03/13
瑞傑金融,app.krqnasjnda.com,7,2023/01/11,2023/01/17
瑞傑金融,app.krqnasjnda.com,20,2022/12/26,2023/01/03
瑞傑金融,www.kvnfjnk1nvka.com,13,2022/12/19,2022/12/25
瑞傑金融,www.kvnfjnk1nvka.com,11,2022/12/12,2022/12/18
瑞傑金融,www.kxnn1knej1kn.com,27,2023/01/04,2023/01/10
瑞傑金融,www.ncjbbahbsdhw.com,5,2023/01/18,2023/01/31
瑞傑金融,www.raymondjames-tw.net,2,2022/12/05,2022/12/11
瑞傑金融,www.ze28s.com/rk/vip5,2,2023/02/15,2023/02/21
瑞穗集團,m.mjfb89.com,2,2022/05/02,2022/05/08
瑞穗集團,mkl877.com,2,2022/08/22,2022/08/28
瑞穗集團,xymm49.com,2,2022/09/12,2022/09/18
瑞鑫,app.shdhfjakshd.com,3,2022/12/26,2023/01/03
瑞鑫,www.eetnfmh.com,3,2022/12/19,2022/12/25
環球共創,www.dwgj108.com,3,2023/04/25,2023/04/30
環球共創,www.dwgj888.com,4,2023/03/29,2023/04/03
環球共創,www.dwgj8888.com,2,2023/04/18,2023/04/24
環球共創,www.dwgj8888.com,6,2023/04/11,2023/04/17
環球資本集團,www.gcgroup.cc,11,2021/12/27,2022/01/02
環球資本集團,www.globalcapitalgrp.co,8,2022/01/03,2022/01/09
環球集團,28.wns9168.com,2,2022/01/10,2022/01/16
環球集團,huanqiu8168.com,2,2022/01/17,2022/01/23
疫情台灣,www.aq574.com/rk/vip5,2,2023/01/18,2023/01/31
疫情台灣,www.sk9988.com/rk/vip9,2,2023/01/04,2023/01/10
瘋狂購,crazy-go.com,3,2022/07/11,2022/07/17
瘋狂購,crazygo.online,3,2022/08/15,2022/08/21
瘋狂購,crazygotw.com,2,2022/07/18,2022/07/24
瘋網購,crazyonline-go.com,3,2022/08/29,2022/09/04
瘋網購,crazyonlinego.com,3,2022/09/05,2022/09/11
瘋網購,crazyonlineshop.net,2,2022/09/12,2022/09/18
瘋網購,madonlinemart.com,3,2022/09/19,2022/09/25
百亞優品,h5.byyp.life,3,2022/09/19,2022/09/25
百亞優品,web.byyp.life,2,2022/10/17,2022/10/20
百勝金融,www.clzssm.com,5,2022/08/08,2022/08/14
百勝金融,www.ernnju.com,2,2022/12/05,2022/12/11
百勝金融,www.ernnju.com,2,2022/09/12,2022/09/18
百勝金融,www.gsjfzxc.com,4,2022/09/05,2022/09/11
百勝金融,www.ncmncj.com,4,2022/08/01,2022/08/07
百勝金融,www.svvngs.com,4,2022/08/22,2022/08/28
百勝金融,www.svvngs.com,8,2022/07/25,2022/07/31
百盛國際,bais906.club,2,2022/12/05,2022/12/11
百盛國際,bais906.club,3,2022/11/21,2022/11/27
百聯,app.ahxgehiwgha.com,6,2023/04/11,2023/04/17
百聯,app.virfhuhuzg.com,6,2023/03/29,2023/04/03
百聯,www.vbrhbqjena.com,4,2023/03/08,2023/03/14
百聯,www.vbrhbqjena.com,2,2023/03/01,2023/03/07
百聯,www.ydhcnxbd.com,2,2023/04/18,2023/04/24
百聯,www.zjaisejqujeeq.com,4,2023/04/25,2023/04/30
百聯,www.zjaisejqujeeq.com,4,2023/03/22,2023/03/28
百麗,imperial-co.com,2,2022/12/05,2022/12/11
盈家,app.eiufcjbba.com,3,2023/05/01,2023/05/07
盛寶金融（SAXO）,saxoint.com,2,2022/02/07,2022/02/13
盛寶金融（SAXO）,user.saxo-tw.com,3,2022/08/15,2022/08/21
盛泰,0x7mln01.com,3,2022/04/18,2022/04/24
盛泰,www.0x7mln01.com,2,2022/03/21,2022/03/27
盛泰（盛世）,www.shengtaione.com,3,2022/03/21,2022/03/27
